date,temperature,wind,humidity
2022-06-07,23.5,13.333333333333334,83.25
2022-06-08,23.5,10.666666666666666,82.5
2022-06-09,23.5,8.75,79.75
2022-06-10,27.333333333333332,13.666666666666666,61.666666666666664
2022-06-11,24.25,13.5,80.25
2022-06-12,24.0,10.0,84.5
2022-06-13,25.75,10.25,73.5
2022-06-14,25.0,12.0,83.0
2022-06-15,23.75,8.333333333333334,85.5
2022-06-16,23.5,9.333333333333334,83.5
2022-06-17,23.0,10.0,92.0
2022-06-18,23.0,8.666666666666666,83.25
2022-06-19,24.333333333333332,10.666666666666666,76.33333333333333
2022-06-20,24.25,16.0,77.25
2022-06-21,24.0,16.75,77.0
2022-06-22,25.25,9.75,74.5
2022-06-23,25.75,12.0,62.25
2022-06-24,23.75,13.0,77.0
2022-06-25,24.0,11.666666666666666,79.25
2022-06-26,22.75,5.75,87.75
2022-06-27,24.0,10.5,80.66666666666667
2022-06-28,24.75,17.0,70.5
2022-06-29,27.0,13.0,54.5
2022-06-30,24.25,12.75,61.25
2022-07-01,24.25,20.5,60.25
2022-07-02,25.25,22.333333333333332,64.75
2022-07-03,25.5,8.5,73.5
2022-07-04,25.5,12.25,67.5
2022-07-05,25.0,13.666666666666666,75.25
2022-07-06,24.5,11.333333333333334,84.5
2022-07-07,25.25,14.25,74.5
2022-07-08,25.25,10.5,63.25
2022-07-09,23.666666666666668,31.25,62.0
2022-07-10,22.75,17.75,73.5
2022-07-11,24.5,10.0,66.75
2022-07-12,25.25,13.0,69.5
2022-07-13,24.0,10.666666666666666,81.25
2022-07-14,24.0,9.333333333333334,85.75
2022-07-15,24.0,10.666666666666666,84.0
2022-07-16,19.0,17.0,97.0
2022-07-17,23.25,45.333333333333336,85.0
2022-07-18,25.5,10.5,69.0
2022-07-19,23.5,13.25,74.75
2022-07-20,25.5,16.0,72.25
2022-07-21,25.25,12.25,65.25
2022-07-22,23.75,15.0,77.5
2022-07-23,24.25,13.25,75.5
2022-07-24,24.5,8.5,77.0
2022-07-25,25.25,13.75,67.5
2022-07-26,24.333333333333332,13.0,64.0
2022-07-27,24.25,13.25,69.75
2022-07-28,23.5,12.333333333333334,73.0
2022-07-29,24.75,11.75,73.5
2022-07-30,24.75,14.5,73.75
2022-07-31,26.666666666666668,17.333333333333332,68.33333333333333
2022-08-01,25.25,14.0,65.5
2022-08-02,25.25,13.0,72.75
2022-08-03,26.25,31.25,72.5
2022-08-04,25.75,12.5,67.0
2022-08-05,28.0,21.5,59.0
2022-08-06,25.5,13.666666666666666,67.75
2022-08-07,25.25,18.333333333333332,63.25
2022-08-08,26.0,14.75,63.0
2022-08-09,24.5,14.0,65.25
2022-08-10,23.25,9.5,77.75
2022-08-11,25.25,12.333333333333334,72.75
2022-08-12,24.5,13.5,80.0
2022-08-13,23.5,7.0,80.5
2022-08-14,22.5,9.666666666666666,79.25
2022-08-15,24.0,7.666666666666667,78.0
2022-08-16,25.5,12.0,71.0
2022-08-17,26.0,17.5,67.0
2022-08-18,25.75,16.5,60.25
2022-08-19,24.25,15.25,70.66666666666667
2022-08-20,27.0,21.0,62.333333333333336
2022-08-21,25.5,9.666666666666666,67.0
2022-08-22,25.0,11.25,73.25
2022-08-23,26.0,8.5,63.75
2022-08-24,25.25,15.25,66.5
2022-08-25,26.0,16.0,58.0
2022-08-26,24.25,9.666666666666666,71.25
2022-08-27,24.75,9.75,75.25
2022-08-28,25.0,8.75,70.5
2022-08-29,25.75,13.75,64.0
2022-08-30,24.75,9.0,73.25
2022-08-31,23.5,12.5,74.5
2022-09-01,19.25,7.5,85.0
2022-09-02,26.0,13.0,70.5
2022-09-03,26.0,12.333333333333334,68.25
2022-09-04,27.666666666666668,11.0,65.33333333333333
2022-09-05,26.25,11.333333333333334,72.25
2022-09-06,25.5,8.666666666666666,63.75
2022-09-07,24.25,10.0,78.5
2022-09-08,22.333333333333332,17.0,91.66666666666667
2022-09-09,23.25,10.333333333333334,86.5
2022-09-10,24.333333333333332,13.0,82.33333333333333
2022-09-11,23.333333333333332,10.0,89.66666666666667
2022-09-12,24.666666666666668,41.666666666666664,83.33333333333333
2022-09-13,24.5,11.0,78.25
2022-09-14,26.0,18.0,56.5
2022-09-15,25.75,7.5,67.25
2022-09-16,25.0,13.5,77.0
2022-09-17,26.25,18.0,65.75
2022-09-18,26.25,12.25,65.0
2022-09-19,26.5,10.0,63.5
2022-09-20,24.25,14.25,77.5
2022-09-21,23.5,8.333333333333334,82.0
2022-09-22,25.5,15.0,74.75
2022-09-23,25.5,16.0,78.75
2022-09-24,26.75,19.75,63.75
2022-09-25,27.0,16.75,58.0
2022-09-26,25.75,19.25,66.75
2022-09-27,26.25,17.25,62.75
2022-09-28,26.5,14.0,59.0
2022-09-29,26.0,9.0,68.75
2022-09-30,26.333333333333332,11.0,66.66666666666667
2022-10-01,26.0,7.0,78.0
2022-10-02,23.25,7.5,87.5
2022-10-03,27.0,25.666666666666668,69.0
2022-10-04,24.75,12.5,79.5
2022-10-05,25.0,10.25,82.0
2022-10-06,24.75,11.5,84.0
2022-10-07,23.0,27.333333333333332,90.25
2022-10-08,24.5,16.333333333333332,82.5
2022-10-09,23.5,75.0,81.0
2022-10-10,25.25,10.75,77.25
2022-10-11,25.666666666666668,21.5,77.0
2022-10-12,25.25,13.666666666666666,73.75
2022-10-13,21.5,9.5,87.75
2022-10-14,26.0,36.75,72.0
2022-10-15,25.5,11.0,81.0
2022-10-16,25.75,8.75,73.75
2022-10-17,26.5,15.5,70.25
2022-10-18,25.5,14.333333333333334,79.5
2022-10-19,25.666666666666668,7.333333333333333,80.33333333333333
2022-10-20,24.0,8.666666666666666,89.0
2022-10-21,23.75,11.0,88.25
2022-10-22,25.0,13.25,77.33333333333333
2022-10-23,24.75,11.0,82.25
2022-10-24,25.666666666666668,15.0,78.33333333333333
2022-10-26,25.0,10.75,73.5
2022-10-27,26.0,16.0,64.25
2022-10-28,25.0,13.333333333333334,65.33333333333333
2022-10-29,27.0,17.0,62.0
2022-10-30,27.0,11.0,58.0
